invoice_id,company_id,customer_id,customer_name,amount,issue_date,due_date,status,predicted_pay_date,predicted_pay_prob,predicted_delay_days
16378ea1-d7d4-4b89-b482-e69a9496330b,abc-precision-001,1585d5cc-fa2e-4529-94e3-7bf0ea757bc4,Padmanabhan Inc,432000.0,2026-06-27,2026-08-15,open,2026-08-19,0.76,4
d4568f3a-f177-47de-81ff-c08789d6f1a7,abc-precision-001,bfcf77cf-15c9-48fa-9672-d5981124202b,Bhandari-Peri,364000.0,2026-04-15,2026-05-24,paid,2026-05-30,0.53,6
11058285-962b-42c9-afd7-ec63cf7f788b,abc-precision-001,6aad3755-11c5-4084-9991-1dff45db49ba,"Din, Pal and Bhagat",473000.0,2026-07-23,2026-08-28,open,2026-09-02,0.73,5
b8adfe93-327e-4fc4-a6a6-0e18299f2e4d,abc-precision-001,14997a15-1980-45c3-8bac-da78db9baff3,Bhakta Group,425000.0,2026-05-05,2026-07-02,paid,2026-07-17,0.51,15
aaec4989-323f-43e0-9ab1-6b5738750bfd,abc-precision-001,125f8378-b5ad-45a8-9b71-6f94ae2fbb90,Khanna Inc,311000.0,2026-07-03,2026-08-08,paid,2026-08-10,0.96,2
31fc3da2-44c2-4765-910f-805aac8992e0,abc-precision-001,97106f22-2f6c-4d33-a579-b795895e0373,Hans Group,407000.0,2026-06-28,2026-08-11,open,2026-08-14,0.75,3
c559c99c-bb1c-4eeb-aee5-1fde0e896bf2,abc-precision-001,19be8ec9-08cb-4d0e-9120-6bdb022d64f2,Bhargava PLC,282000.0,2026-07-18,2026-09-07,open,2026-09-21,0.52,14
9b001fd7-187f-40ff-919a-dbb879c08fc3,abc-precision-001,b3340f4f-4539-4d6c-afb3-f1182a32033e,Choudhry Ltd,190000.0,2026-05-21,2026-06-30,paid,2026-07-09,0.74,9
a72bf7f4-61a2-49d4-914e-1e3e280f948d,abc-precision-001,9a1a27ae-a182-458d-862a-fb98aacd9765,Bala and Sons,493000.0,2026-07-21,2026-08-20,open,2026-08-23,0.98,3
211c1a37-7843-4b0a-8b45-adf528ed2a08,abc-precision-001,93bb28d7-c8b5-49d3-982b-52df2da1089d,Bakshi Group,137000.0,2026-04-22,2026-06-15,paid,2026-06-22,0.66,7
de5706f8-a744-4c42-a004-c613251a129e,abc-precision-001,1c05bb97-e8e6-4f62-90c3-b8eabf1c2f0c,Dhawan-Chaudhuri,116000.0,2026-06-20,2026-08-04,open,2026-08-18,0.47,14
48ae8828-af23-4aca-a0dc-dfa84a86f672,abc-precision-001,1c05bb97-e8e6-4f62-90c3-b8eabf1c2f0c,Dhawan-Chaudhuri,241000.0,2026-08-08,2026-10-05,open,2026-10-17,0.53,12
f2fa880d-c05c-4bd5-a55f-41b10c7bbdf0,abc-precision-001,b2aff970-68ba-4c93-9100-0f178cb93135,"Bajwa, Pillai and Seshadri",259000.0,2026-04-28,2026-06-27,paid,2026-06-27,0.83,0
928d5310-bbf3-4e69-8433-5d61067d21fc,abc-precision-001,6aad3755-11c5-4084-9991-1dff45db49ba,"Din, Pal and Bhagat",350000.0,2026-07-08,2026-09-05,open,2026-09-12,0.65,7
15701e61-a8ec-4bcb-8f08-dac87e85e127,abc-precision-001,6aad3755-11c5-4084-9991-1dff45db49ba,"Din, Pal and Bhagat",451000.0,2026-05-24,2026-07-03,paid,2026-07-06,0.62,3
02604c18-2db6-44ea-ab21-6484beff77a7,abc-precision-001,93bb28d7-c8b5-49d3-982b-52df2da1089d,Bakshi Group,251000.0,2026-04-26,2026-06-18,paid,2026-06-25,0.61,7
c5a64e38-eb30-45b1-9853-77e84513689b,abc-precision-001,a8ecae82-19b2-4b7f-9696-c2a686a7aed3,Tailor-Sagar,167000.0,2026-05-05,2026-07-01,paid,2026-07-01,0.97,0
dffe2aca-3793-475d-aea4-88ef84ddad81,abc-precision-001,83805f63-6352-4f11-bfd2-ee9a2508f3db,Kapadia LLC,158000.0,2026-04-23,2026-06-12,paid,2026-06-13,0.92,1
557f3c71-783b-4b26-b9ac-806a3a8926cb,abc-precision-001,02bf0564-3e29-4c02-8a01-d3832c8cc5a2,"Srivastava, Karan and Nanda",172000.0,2026-07-30,2026-09-20,open,2026-09-28,0.8,8
d376fc1c-8fd7-4882-8e4f-bb1fc6fbe49d,abc-precision-001,c6b496e4-2897-4264-b1bc-416bb30842d8,"Korpal, Pall and Kanda",119000.0,2026-04-16,2026-06-02,paid,2026-06-03,0.95,1
7d8479ff-9fdb-44c6-9daa-53f54a4b3806,abc-precision-001,66e040f4-7218-4ae3-a07e-5c612b6aa443,"Dugar, Tripathi and Dada",294000.0,2026-07-31,2026-09-12,open,2026-09-13,0.94,1
581955ef-c581-447f-bf52-711c68fe491b,abc-precision-001,8367f0ee-e9a4-4ca3-9f3a-d37d5d13259b,Patla and Sons,476000.0,2026-08-01,2026-09-06,open,2026-09-12,0.65,6
eb4bbac3-e884-45f4-ab46-2bdbab76d911,abc-precision-001,6cf121b0-a583-44ee-a3a5-493fc77a1d8c,"Bora, Kala and Gaba",221000.0,2026-04-21,2026-06-18,paid,2026-06-18,0.85,0
6ee04fac-e0b1-47a7-91ad-d5d4b55c128d,abc-precision-001,175f29a7-7e0e-4cf6-9e4a-2f69fc34457e,"Bawa, Goel and Goda",239000.0,2026-06-24,2026-08-02,paid,2026-08-03,0.78,1
bdf44aed-4fb3-4da7-9b88-0e01bc17b1d2,abc-precision-001,19be8ec9-08cb-4d0e-9120-6bdb022d64f2,Bhargava PLC,454000.0,2026-05-06,2026-06-22,paid,2026-06-26,0.38,4
19d24a19-9e9d-431d-949a-681c8f3ed0ae,abc-precision-001,40376774-87cf-42f0-84b7-dc85aadea128,"Mody, Goda and Sekhon",356000.0,2026-07-11,2026-08-18,open,2026-08-22,0.76,4
9738be60-e84e-45b8-9ba8-e2a074178153,abc-precision-001,581ea63d-334a-4562-b6d3-483355e175f8,"Zachariah, Sahni and Kadakia",464000.0,2026-05-08,2026-06-12,paid,2026-06-17,0.65,5
c395d4ed-7c3e-4ff1-8b64-be452cf78287,abc-precision-001,93bb28d7-c8b5-49d3-982b-52df2da1089d,Bakshi Group,88000.0,2026-06-01,2026-07-01,paid,2026-07-08,0.66,7
83ebfeae-6188-4e0e-9211-186efd7ca02e,abc-precision-001,e60fceed-7383-4b74-ba7b-b1cbac77cf78,"Arora, Borde and Buch",73000.0,2026-07-22,2026-09-17,open,2026-09-21,0.71,4
1fc7a37a-b276-44b5-b699-314567259bf2,abc-precision-001,66915358-3f5e-43aa-bbda-827c0ab288c4,"Kaur, Thaker and Narang",175000.0,2026-06-28,2026-08-03,paid,2026-08-03,0.8,0
b9790501-2e56-451b-aa13-3479ebd5795b,abc-precision-001,8367f0ee-e9a4-4ca3-9f3a-d37d5d13259b,Patla and Sons,59000.0,2026-07-07,2026-09-01,open,2026-09-07,0.78,6
b2a5a6d1-3b9c-438c-afc3-be3936ea6f37,abc-precision-001,e84a3021-02b8-49be-ab15-fce0f8d88c3b,"Sunder, Sani and Sarraf",343000.0,2026-08-02,2026-10-01,open,2026-10-04,0.71,3
431c197c-9e2b-4600-ad61-a86f69eeec9a,abc-precision-001,a5bb3d74-ed6d-4acd-a490-9988435833c7,Ramakrishnan and Sons,428000.0,2026-08-05,2026-10-04,open,2026-10-20,0.53,16
3e65df1e-9bc5-4aaf-98c5-125c2224ba89,abc-precision-001,93bb28d7-c8b5-49d3-982b-52df2da1089d,Bakshi Group,148000.0,2026-07-20,2026-08-26,open,2026-09-02,0.68,7
a86ee6e6-02dd-48c5-b7c1-c0b4225eb65b,abc-precision-001,1c05bb97-e8e6-4f62-90c3-b8eabf1c2f0c,Dhawan-Chaudhuri,323000.0,2026-07-07,2026-08-30,open,2026-09-16,0.48,17
6fe3db69-4c9a-4a4f-ab1d-6eb94d1c70fc,abc-precision-001,19be8ec9-08cb-4d0e-9120-6bdb022d64f2,Bhargava PLC,310000.0,2026-05-09,2026-06-11,paid,2026-06-23,0.48,12
d4fdc3cf-2b02-43d3-8d7a-c359cf350ba9,abc-precision-001,125f8378-b5ad-45a8-9b71-6f94ae2fbb90,Khanna Inc,219000.0,2026-05-27,2026-07-17,paid,2026-07-18,0.87,1
dd02a2ec-29aa-41b5-a7c7-fc58be4ca7fb,abc-precision-001,6053dd0e-5cf3-44ac-bbd5-5279a2f4cf22,Khanna-Majumdar,364000.0,2026-07-14,2026-08-15,open,2026-08-20,0.52,5
0ec4db8b-0cc5-4882-b9a7-0e6136398913,abc-precision-001,125f8378-b5ad-45a8-9b71-6f94ae2fbb90,Khanna Inc,104000.0,2026-04-22,2026-06-12,paid,2026-06-12,0.93,0
94ddeb05-6be3-4150-8962-a9962851eb77,abc-precision-001,fc9c03a7-3a00-492c-8324-bd31944799de,"Tripathi, Chand and Kamdar",278000.0,2026-04-30,2026-05-31,paid,2026-06-04,0.76,4
09144e44-4761-4dd9-bfc7-7935d6e8c12d,abc-precision-001,42018d84-9638-40c7-9df0-ee549131ecea,"Nagi, Dugar and Chaudhary",271000.0,2026-08-07,2026-10-03,open,2026-10-04,0.93,1
0557cfd4-e733-4f23-9e8b-3301c1b0a4fa,abc-precision-001,e60fceed-7383-4b74-ba7b-b1cbac77cf78,"Arora, Borde and Buch",129000.0,2026-06-23,2026-08-12,open,2026-08-19,0.77,7
4085523a-eaf3-4d3a-a924-9e949e99d479,abc-precision-001,2a997bda-faf4-4be4-b8c9-563c72e6d34e,Mane-Sankar,464000.0,2026-05-17,2026-06-24,paid,2026-06-28,0.76,4
